"id"	"dataset"	"tissue"	"marker"	"manual_anno"	"manual_broadtype"	"old_manual_CLname"	"old_manual_CLID"	"marker_0"	"celltype_0_anno"	"celltype_0_CLID"	"celltype_0_CLname"	"marker_0.2"	"celltype_0.2_anno"	"celltype_0.2_CLID"	"celltype_0.2_CLname"	"marker_0.4"	"celltype_0.4_anno"	"celltype_0.4_CLID"	"celltype_0.4_CLname"	"marker_0.6"	"celltype_0.6_anno"	"celltype_0.6_CLID"	"celltype_0.6_CLname"	"marker_0.8"	"celltype_0.8_anno"	"celltype_0.8_CLID"	"celltype_0.8_CLname"	"celltype_0.2_broadtype"	"celltype_0.2_score"	"celltype_0.4_broadtype"	"celltype_0.4_score"	"celltype_0.6_broadtype"	"celltype_0.6_score"	"celltype_0.8_broadtype"	"celltype_0.8_score"	"celltype_0_broadtype"	"celltype_0_score"
810	"tabulasapiens "	"Lung"	"NAPSA,SFTPA1,SFTPA2,SFTPD,SFTA2,SFTPB,SLC34A2,PGC,HOPX,MUC1"	"type ii pneumocyte"	"epithelial cell"	"type II pneumocyte"	"CL:0002063"	"MUC1,SFTA2,SLC34A2,HOPX,SFTPD,PGC,SFTPA2,SFTPA1,SFTPB,NAPSA"	"Type II pneumocytes"	"CL:0010014"	"type II pinealocyte"	"SFTPA2,MUC1,HOPX,SFTA2,PGC,SLC34A2,SFTPB,SFTPA1"	"Type II pneumocytes"	"CL:0010014"	"type II pinealocyte"	"SFTPA1,SFTPA2,SFTPB,PGC,SFTPD,HOPX"	"Type II pneumocytes"	"CL:0010014"	"type II pinealocyte"	"SFTPB,SFTPD,PGC,SFTPA1"	"Alveolar Type II cells"	"CL:0002063"	"pulmonary alveolar type 2 cell"	"SFTA2,SFTPA1"	"Alveolar Type II cells"	"CL:0002063"	"pulmonary alveolar type 2 cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
811	"tabulasapiens "	"Lung"	"IL1R2,S100A12,FCGR3B,CXCR2,MTND5P32,PROK2,CD177,MMP25,OLAH,MGAM"	"neutrophil"	"myeloid cell"	"neutrophil"	"CL:0000775"	"MGAM,FCGR3B,PROK2,MMP25,MTND5P32,IL1R2,CXCR2,OLAH,CD177,S100A12"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"OLAH,CXCR2,PROK2,MTND5P32,S100A12,CD177,MMP25,FCGR3B"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"CXCR2,FCGR3B,CD177,PROK2,MMP25,MGAM"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"MGAM,MTND5P32,CD177,S100A12"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"S100A12,CXCR2"	"Neutrophils"	"CL:1001610"	"bone marrow hematopoietic cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1
812	"tabulasapiens "	"Lung"	"IL7R,IL32,CD3D,CD69,CD3E,TRAC,CXCR4,CD2,CD3G,TRBC2"	"cd4-positive, alpha-beta t cell"	"t/nk cell"	"CD4-positive, alpha-beta T cell"	"CL:0000624"	"IL7R,IL32,TRAC,CD3D,CD3E,CD2,CD69,CXCR4,TRBC2,CD3G"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"CD2,IL32,CD3G,CXCR4,TRBC2,CD69,TRAC,CD3E"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"CD69,TRBC2,CD2,CD3G,IL32,CD3E"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"TRBC2,IL32,CD3G,TRAC"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"TRBC2,CXCR4"	"T cells"	"CL:0002125"	"CD27-negative gamma-delta T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1
813	"tabulasapiens "	"Lung"	"CCL5,GZMA,IL32,CCL4,NKG7,CD3D,CD2,KLRD1,CD3E,GNLY"	"cd8-positive, alpha-beta t cell"	"t/nk cell"	"CD8-positive, alpha-beta T cell"	"CL:0000625"	"IL32,GZMA,CCL4,CD3D,KLRD1,GNLY,CCL5,CD2,CD3E,NKG7"	"Cytotoxic T cells"	"CL:0000910"	"cytotoxic T cell"	"KLRD1,CD3D,GZMA,NKG7,IL32,CD3E,CD2,CCL5"	"Natural killer T cells"	"CL:0000623"	"natural killer cell"	"CD2,KLRD1,CD3D,NKG7,IL32,CCL5"	"NK cells"	"CL:0000825"	"pro-NK cell"	"KLRD1,GNLY,CD3E,IL32"	"Natural killer T cells"	"CL:0000623"	"natural killer cell"	"CD3E,GZMA"	"Cytotoxic T cells"	"CL:0000910"	"cytotoxic T cell"	"T/NK cell"	1	"t/nk cell"	0.5	"T/NK cell"	1	"T/NK cell"	1	"T/NK cell"	1
814	"tabulasapiens "	"Lung"	"GNLY,KLRD1,GZMB,PRF1,GZMA,FGFBP2,CST7,CD247,KLRF1,KLRB1"	"nk cell"	"T/NK cell"	"natural killer cell"	"CL:0000623"	"FGFBP2,KLRF1,CD247,GZMA,GZMB,PRF1,GNLY,KLRB1,KLRD1,CST7"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"KLRB1,GZMA,KLRD1,CD247,PRF1,FGFBP2,GNLY,CST7"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"CST7,KLRF1,FGFBP2,GNLY,GZMA,KLRD1"	"NK cells"	"CL:0000825"	"pro-NK cell"	"GNLY,CD247,KLRB1,GZMB"	"Natural killer cells"	"CL:0000623"	"natural killer cell"	"PRF1,CD247"	"Cytotoxic T cells"	"CL:0000910"	"cytotoxic T cell"	"t/nk cell"	1	"t/nk cell"	1	"t/nk cell"	1	"T/NK cell"	0.5	"t/nk cell"	1
815	"tabulasapiens "	"Lung"	"RBP5,SELE,CCL14,ZNF385D,CYTL1,POSTN,PLVAP,ADAMTS4,NEURL1B,EXOC3L2"	"bronchial vessel endothelial cell"	"endothelial cell"	NA	NA	"PLVAP,SELE,RBP5,NEURL1B,CCL14,ZNF385D,POSTN,ADAMTS4,EXOC3L2,CYTL1"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"ZNF385D,NEURL1B,CCL14,POSTN,ADAMTS4,RBP5,CYTL1,PLVAP"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"SELE,ADAMTS4,NEURL1B,ZNF385D,CCL14,RBP5"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"NEURL1B,ADAMTS4,EXOC3L2,CYTL1"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"ZNF385D,SELE"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1	"endothelial cell"	1	"stromal cell"	0	"endothelial cell"	1	"endothelial cell"	1
816	"tabulasapiens "	"Lung"	"ACTG2,DES,ADRA2C,FOXC2,CNN1,JPH2,MYH11,CCN5,HSPB6,AC100803.2"	"smooth muscle cell"	"stromal cell"	"smooth muscle cell"	"CL:0000192"	"JPH2,HSPB6,FOXC2,DES,ACTG2,CNN1,ADRA2C,CCN5,MYH11,AC100803.2"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"CNN1,ADRA2C,ACTG2,CCN5,JPH2,HSPB6,MYH11,AC100803.2"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"DES,JPH2,FOXC2,MYH11,ADRA2C,CCN5"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"ACTG2,ADRA2C,JPH2,FOXC2"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"DES,JPH2"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"smooth muscle cell"	1	"smooth muscle cell"	1	"smooth muscle cell"	1	"smooth muscle cell"	1	"smooth muscle cell"	1
817	"tabulasapiens "	"Lung"	"DCN,IGFBP6,FBLN1,PLA2G2A,C1S,MFAP4,MFAP5,C1R,SERPINF1,MGP"	"adventitial cell"	"stromal cell"	"adventitial cell"	"CL:0002503"	"MFAP5,DCN,PLA2G2A,C1S,SERPINF1,MFAP4,IGFBP6,C1R,FBLN1,MGP"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"C1R,FBLN1,IGFBP6,MFAP5,MFAP4,MGP,C1S,DCN"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"C1S,PLA2G2A,MGP,MFAP4,SERPINF1,DCN"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"C1R,SERPINF1,MGP,IGFBP6"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"MGP,C1S"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5	"stromal cell"	0.5
818	"tabulasapiens "	"Lung"	"C1QA,MARCO,ACP5,MS4A7,APOC1,C1QB,MRC1,APOE,VSIG4,FABP4"	"macrophage"	"Myeloid cell"	"macrophage"	"CL:0000235"	"ACP5,MARCO,C1QB,FABP4,C1QA,MS4A7,VSIG4,APOC1,MRC1,APOE"	"Alveolar macrophages"	"CL:0000583"	"alveolar macrophage"	"APOC1,C1QB,MS4A7,VSIG4,APOE,C1QA,FABP4,MARCO"	"Alveolar macrophages"	"CL:0000583"	"alveolar macrophage"	"C1QB,MARCO,APOC1,VSIG4,MRC1,APOE"	"Macrophages"	"CL:1001603"	"lung macrophage"	"APOE,FABP4,C1QB,MARCO"	"Alveolar macrophages"	"CL:0000583"	"alveolar macrophage"	"APOE,FABP4"	"Alveolar macrophages"	"CL:0000583"	"alveolar macrophage"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1
819	"tabulasapiens "	"Lung"	"TPSB2,TPSAB1,CPA3,MS4A2,RHEX,HPGDS,KIT,CD69,GATA2,VWA5A"	"basophil"	"myeloid cell"	"basophil"	"CL:0000767"	"GATA2,RHEX,KIT,HPGDS,VWA5A,TPSB2,MS4A2,TPSAB1,CPA3,CD69"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"HPGDS,TPSB2,CD69,CPA3,VWA5A,MS4A2,GATA2,KIT"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"CD69,GATA2,KIT,CPA3,TPSB2,MS4A2"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"RHEX,VWA5A,MS4A2,TPSB2"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"TPSAB1,KIT"	"Mast cells"	"CL:0000485"	"mucosal type mast cell"	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5	"myeloid cell"	0.5
820	"tabulasapiens "	"Lung"	"S100A8,VCAN,FCN1,S100A12,S100A9,MNDA,FGL2,COTL1,CD300E,VSIR"	"classical monocyte"	"myeloid cell"	"classical monocyte"	"CL:0000860"	"CD300E,S100A8,VSIR,FCN1,FGL2,VCAN,S100A12,S100A9,MNDA,COTL1"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"S100A12,FGL2,CD300E,FCN1,S100A9,VSIR,S100A8,MNDA"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"VCAN,FCN1,COTL1,S100A8,CD300E,FGL2"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"COTL1,S100A8,FCN1,S100A9"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"CD300E,VCAN"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1
821	"tabulasapiens "	"Lung"	"PTPRB,CXCL12,GJA5,DKK2,NPR3,SERPINE2,SSTR1,NOS1,SOX17,MMRN2"	"endothelial cell of artery"	"endothelial cell"	"endothelial cell of artery"	"CL:1000413"	"NOS1,MMRN2,NPR3,CXCL12,SOX17,SERPINE2,SSTR1,GJA5,DKK2,PTPRB"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"SERPINE2,MMRN2,PTPRB,DKK2,CXCL12,SOX17,GJA5,SSTR1"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"NOS1,NPR3,MMRN2,SOX17,CXCL12,DKK2"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"SERPINE2,CXCL12,SSTR1,PTPRB"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"DKK2,NPR3"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"stromal cell"	0	"endothelial cell"	1
822	"tabulasapiens "	"Lung"	"CAPS,TMEM190,C20orf85,C9orf24,TPPP3,RSPH1,C11orf88,C1orf194,PIFO,TSPAN1"	"lung ciliated cell"	"epithelial cell"	"lung ciliated cell"	"CL:1000271"	"TPPP3,C9orf24,TSPAN1,TMEM190,C20orf85,RSPH1,CAPS,C1orf194,C11orf88,PIFO"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"C11orf88,TMEM190,C1orf194,TSPAN1,CAPS,RSPH1,C20orf85,PIFO"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"TMEM190,CAPS,C9orf24,TPPP3,C20orf85,PIFO"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"RSPH1,PIFO,TSPAN1,CAPS"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"C11orf88,PIFO"	"Ciliated cells"	"CL:0000064"	"ciliated cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1
823	"tabulasapiens "	"Lung"	"FCER1A,CD1C,GPR183,S100B,CLEC10A,CD1E,FCGR2B,PKIB,CST7,CLEC5A"	"dendritic cell"	"myeloid cell"	"dendritic cell"	"CL:0000451"	"FCGR2B,GPR183,CLEC5A,PKIB,CST7,FCER1A,CD1C,CLEC10A,CD1E,S100B"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"CLEC5A,CD1E,CLEC10A,PKIB,S100B,FCGR2B,CST7,FCER1A"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"CD1E,S100B,GPR183,CLEC10A,CD1C,CST7"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"GPR183,CLEC5A,CD1E,PKIB"	"Dendritic cells"	"CL:0000451"	"dendritic cell"	"FCGR2B,PKIB"	"B cells"	"CL:0000822"	"B-2 B cell"	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	1	"b cell"	0	"myeloid cell"	1
824	"tabulasapiens "	"Lung"	"BPIFB1,LCN2,SCGB1A1,MSMB,SCGB3A1,WFDC2,TFF3,CP,SERPINB3,TSPAN1"	"respiratory goblet cell"	"epithelial cell"	"respiratory goblet cell"	"CL:0002370"	"SERPINB3,WFDC2,LCN2,TFF3,SCGB1A1,SCGB3A1,BPIFB1,MSMB,CP,TSPAN1"	"Club cells"	"CL:0000158"	"club cell"	"LCN2,SERPINB3,SCGB1A1,CP,SCGB3A1,BPIFB1,MSMB,TSPAN1"	"Club cells"	"CL:0000158"	"club cell"	"SERPINB3,MSMB,SCGB1A1,TFF3,WFDC2,TSPAN1"	"Club cells"	"CL:0000158"	"club cell"	"SERPINB3,WFDC2,TSPAN1,SCGB3A1"	"Club cells"	"CL:0000158"	"club cell"	"WFDC2,SCGB3A1"	"Club cells"	"CL:0000158"	"club cell"	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5
825	"tabulasapiens "	"Lung"	"S100A2,MIR205HG,KRT5,KRT15,KRT19,KRT17,ALDH3A1,PERP,TACSTD2,IGFBP2"	"basal cell"	"epithelial cell"	"basal cell"	"CL:0000646"	"KRT15,TACSTD2,S100A2,PERP,ALDH3A1,KRT5,IGFBP2,MIR205HG,KRT19,KRT17"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"MIR205HG,ALDH3A1,PERP,KRT19,KRT17,IGFBP2,TACSTD2,KRT5"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"KRT17,KRT19,MIR205HG,TACSTD2,KRT5,PERP"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"KRT19,IGFBP2,KRT15,KRT5"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"KRT19,IGFBP2"	"Epithelial cells"	"CL:1001573"	"nasopharyngeal epithelial cell"	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	1	"epithelial cell"	0.5	"epithelial cell"	1
826	"tabulasapiens "	"Lung"	"JCHAIN,MZB1,IGHG3,DERL3,IGHG2,CD79A,IGHG4,IGHA2,TNFRSF17,SPAG4"	"plasma cell"	"B cell"	"plasma cell"	"CL:0000786"	"IGHG2,IGHG3,IGHG4,MZB1,DERL3,CD79A,TNFRSF17,SPAG4,JCHAIN,IGHA2"	"Plasma cells"	"CL:0000786"	"plasma cell"	"IGHG3,CD79A,IGHG2,TNFRSF17,DERL3,IGHA2,SPAG4,IGHG4"	"Plasma cells"	"CL:0000786"	"plasma cell"	"JCHAIN,MZB1,DERL3,TNFRSF17,SPAG4,IGHG4"	"Plasma cells"	"CL:0000786"	"plasma cell"	"DERL3,MZB1,JCHAIN,CD79A"	"Plasma cells"	"CL:0000786"	"plasma cell"	"JCHAIN,DERL3"	"Plasma cells"	"CL:0000786"	"plasma cell"	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1	"B cell"	1
827	"tabulasapiens "	"Lung"	"CD79A,MS4A1,TNFRSF13C,IGHM,VPREB3,TNFRSF13B,BLK,LINC01781,CD19,PAX5"	"b cell"	"B cell"	"B cell"	"CL:0000236"	"TNFRSF13B,LINC01781,CD19,CD79A,PAX5,IGHM,MS4A1,TNFRSF13C,VPREB3,BLK"	"B cells"	"CL:0000822"	"B-2 B cell"	"IGHM,PAX5,LINC01781,BLK,TNFRSF13C,CD79A,MS4A1,VPREB3"	"B cells"	"CL:0000822"	"B-2 B cell"	"CD19,TNFRSF13B,CD79A,PAX5,BLK,VPREB3"	"B cells"	"CL:0000822"	"B-2 B cell"	"PAX5,MS4A1,CD79A,IGHM"	"B cells"	"CL:0000822"	"B-2 B cell"	"TNFRSF13C,PAX5"	"B cells"	"CL:0000822"	"B-2 B cell"	"b cell"	1	"b cell"	1	"b cell"	1	"b cell"	1	"b cell"	1
828	"tabulasapiens "	"Lung"	"PRR4,PRB3,TCN1,C6orf58,LPO,TTYH1,LINC01829,SLC5A1,PRB1,ANO1"	"serous cell of epithelium of bronchus"	"epithelial cell"	"serous cell of epithelium of bronchus"	"CL:1000331"	"LPO,PRB3,TCN1,TTYH1,SLC5A1,LINC01829,ANO1,PRR4,C6orf58,PRB1"	"Submucosal gland cells"	"CL:4033003"	"myoepithelial cell of bronchus submucosal gland"	"SLC5A1,PRR4,LINC01829,TCN1,LPO,ANO1,TTYH1,PRB3"	"Secretory cells"	"CL:1001589"	"duodenum secretory cell"	"TTYH1,SLC5A1,ANO1,LPO,PRB3,TCN1"	"Goblet cells"	"CL:0002370"	"respiratory tract goblet cell"	"C6orf58,PRR4,SLC5A1,LINC01829"	"Secretory cells"	"CL:1001589"	"duodenum secretory cell"	"TCN1,LINC01829"	"Goblet cells"	"CL:0002370"	"respiratory tract goblet cell"	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5
829	"tabulasapiens "	"Lung"	"FGL2,MS4A6A,CD163,MAFB,CSF1R,FCGR3A,AIF1,RNASE6,LST1,HCLS1"	"non-classical monocyte"	"myeloid cell"	"non-classical monocyte"	"CL:0000875"	"MS4A6A,RNASE6,CSF1R,MAFB,CD163,AIF1,LST1,FCGR3A,HCLS1,FGL2"	"Macrophages"	"CL:1001603"	"lung macrophage"	"FCGR3A,HCLS1,LST1,AIF1,RNASE6,CSF1R,MAFB,MS4A6A"	"Macrophages"	"CL:1001603"	"lung macrophage"	"FCGR3A,FGL2,CSF1R,MS4A6A,HCLS1,MAFB"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"FCGR3A,MAFB,RNASE6,CD163"	"Monocytes"	"CL:0002393"	"intermediate monocyte"	"CD163,HCLS1"	"Macrophages"	"CL:1001603"	"lung macrophage"	"myeloid cell"	0.5	"myeloid cell"	1	"myeloid cell"	1	"myeloid cell"	0.5	"myeloid cell"	0.5
830	"tabulasapiens "	"Lung"	"FCN3,MT1M,TIMP3,RAMP2,SLC6A4,VWF,CLDN5,FAM107A,CALCRL,LRRC32"	"capillary endothelial cell"	"endothelial cell"	"capillary endothelial cell"	"CL:0002144"	"RAMP2,MT1M,VWF,FCN3,CLDN5,CALCRL,FAM107A,SLC6A4,LRRC32,TIMP3"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"LRRC32,MT1M,FCN3,VWF,CALCRL,SLC6A4,RAMP2,CLDN5"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"TIMP3,FCN3,LRRC32,FAM107A,SLC6A4,MT1M"	"Alveolar Type 2 cells"	"CL:0002062"	"pulmonary alveolar type 1 cell"	"FAM107A,TIMP3,LRRC32,SLC6A4"	"Fibroblast"	"CL:0000057"	"fibroblast"	"FCN3,VWF"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"endothelial cell"	1	"epithelial cell"	0	"stromal cell"	0	"endothelial cell"	1	"endothelial cell"	1
831	"tabulasapiens "	"Lung"	"EDNRB,CLDN5,IL1RL1,CA4,EMCN,GNG11,TIMP3,HPGD,SPARCL1,RAMP2"	"capillary aerocyte"	"endothelial cell"	NA	NA	"IL1RL1,EMCN,TIMP3,GNG11,EDNRB,RAMP2,HPGD,SPARCL1,CA4,CLDN5"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"CLDN5,EDNRB,IL1RL1,SPARCL1,HPGD,TIMP3,CA4,RAMP2"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"SPARCL1,CLDN5,CA4,HPGD,RAMP2,EMCN"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"CLDN5,GNG11,EMCN,HPGD"	"Endothelial cell"	"CL:0000115"	"endothelial cell"	"CA4,EDNRB"	"Alveolar type I cells"	"CL:0002062"	"pulmonary alveolar type 1 cell"	"endothelial cell"	0.5	"endothelial cell"	0.5	"endothelial cell"	0.5	"epithelial cell"	1	"endothelial cell"	0.5
832	"tabulasapiens "	"Lung"	"RTKN2,SCEL,NTM,MS4A15,NCKAP5,PKDCC,ITLN2,UPK3B,MYRF,ST6GALNAC5"	"type i pneumocyte"	"epithelial cell"	"type I pneumocyte"	"CL:0002062"	"NTM,RTKN2,SCEL,PKDCC,NCKAP5,UPK3B,MS4A15,MYRF,ITLN2,ST6GALNAC5"	"Club cells"	"CL:0000158"	"club cell"	"UPK3B,PKDCC,RTKN2,ST6GALNAC5,SCEL,ITLN2,MS4A15,NTM"	"Club cells"	"CL:0000158"	"club cell"	"UPK3B,ITLN2,MYRF,SCEL,NTM,MS4A15"	"Club cells"	"CL:0000158"	"club cell"	"ST6GALNAC5,ITLN2,SCEL,NTM"	"Epithelial cell"	"CL:0000066"	"epithelial cell"	"ST6GALNAC5,SCEL"	"Basal cells"	"CL:0002184"	"basal proper cell of olfactory epithelium"	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5	"epithelial cell"	0.5
833	"tabulasapiens "	"Lung"	"ACKR1,VWF,C7,SPARCL1,IGFBP7,RAMP3,TIMP3,PRSS23,LIFR,CLU"	"vein endothelial cell"	"endothelial cell"	"vein endothelial cell"	"CL:0002543"	"CLU,PRSS23,IGFBP7,C7,LIFR,VWF,RAMP3,SPARCL1,ACKR1,TIMP3"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"LIFR,RAMP3,IGFBP7,SPARCL1,C7,VWF,CLU,PRSS23"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"LIFR,RAMP3,IGFBP7,C7,PRSS23,VWF"	"Endothelial cells"	"CL:1001572"	"colon endothelial cell"	"RAMP3,C7,LIFR,SPARCL1"	"Mesothelial cell"	"CL:0000077"	"mesothelial cell"	"LIFR,SPARCL1"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"endothelial cell"	1	"endothelial cell"	1	"epithelial cell"	0	"stromal cell"	0	"endothelial cell"	1
834	"tabulasapiens "	"Lung"	"DCN,LUM,ADH1B,MGP,FBLN1,C1S,MFAP4,RARRES2,C7,PTGDS"	"alveolar fibroblast"	"stromal cell"	NA	NA	"LUM,PTGDS,MGP,MFAP4,C7,ADH1B,FBLN1,DCN,C1S,RARRES2"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"C1S,RARRES2,MGP,C7,ADH1B,LUM,DCN,MFAP4"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"C7,ADH1B,MGP,PTGDS,LUM,C1S"	"Fibroblasts"	"CL:4052008"	"crypt-bottom fibroblast"	"DCN,RARRES2,PTGDS,FBLN1"	"Fibroblast"	"CL:0000057"	"fibroblast"	"MGP,PTGDS"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"stromal cell"	1	"stromal cell"	1	"stromal cell"	1	"smooth muscle cell"	0	"stromal cell"	1
835	"tabulasapiens "	"Lung"	"CCL21,MMRN1,PROX1,SEMA3D,FOXC2,SCN3B,GPR182,RELN,HOXD9,STAB2"	"endothelial cell of lymphatic vessel"	"endothelial cell"	"endothelial cell of lymphatic vessel"	"CL:0002138"	"SCN3B,HOXD9,GPR182,FOXC2,MMRN1,CCL21,STAB2,RELN,PROX1,SEMA3D"	"Lymphatic endothelial cells"	"CL:2000011"	"dermis lymphatic vessel endothelial cell"	"FOXC2,CCL21,STAB2,RELN,GPR182,SCN3B,MMRN1,SEMA3D"	"Lymphatic endothelial cells"	"CL:2000011"	"dermis lymphatic vessel endothelial cell"	"STAB2,CCL21,MMRN1,GPR182,SEMA3D,PROX1"	"Lymphatic endothelial cells"	"CL:2000011"	"dermis lymphatic vessel endothelial cell"	"SCN3B,MMRN1,RELN,CCL21"	"Lymphatic endothelial cell"	"CL:0002138"	"endothelial cell of lymphatic vessel"	"FOXC2,RELN"	"unknown"	"CL:0000747"	"cyanophore"	"endothelial cell"	1	"endothelial cell"	1	"endothelial cell"	1	"unknown"	0	"endothelial cell"	1
836	"tabulasapiens "	"Lung"	"MYH11,PPP1R14A,ACTG2,CRYAB,DES,LMOD1,CNN1,PLAC9,CARMN,PLN"	"bronchial smooth muscle cell"	"stromal cell"	"bronchial smooth muscle cell"	"CL:0002598"	"DES,MYH11,PLN,CNN1,PLAC9,LMOD1,CARMN,PPP1R14A,CRYAB,ACTG2"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"ACTG2,DES,CRYAB,LMOD1,CARMN,CNN1,PLN,MYH11"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"CRYAB,ACTG2,LMOD1,CNN1,CARMN,PPP1R14A"	"Smooth muscle cells"	"CL:0000192"	"smooth muscle cell"	"CNN1,CRYAB,MYH11,LMOD1"	"Smooth muscle cell"	"CL:0000192"	"smooth muscle cell"	"CRYAB,PLAC9"	"Alveolar type II cells"	"CL:0002063"	"pulmonary alveolar type 2 cell"	"smooth muscle cell"	1	"smooth muscle cell"	1	"stromal cell"	1	"epithelial cell"	0	"smooth muscle cell"	1
